name;url;visited;hasManagementPlan;email
RPPN Portal das Nascentes;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-portal-das-nascentes/rppn-portal-das-nascentes;TRUE;TRUE;
RPPN Portal das Nascentes II;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-portal-das-nascentes-ii/rppn-portal-das-nascentes-ii;TRUE;TRUE;
RPPN Querência;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-querencia/rppn-querencia;TRUE;TRUE;
RPPN Rancho Mira-Serra;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-rancho-mira-serra/rppn-rancho-mira-serra;TRUE;TRUE;
RPPN Reserva Ecológica Amadeu Botelho;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-reserva-ecologica-amadeu-botelho/rppn-reserva-ecologica-amadeu-botelho;TRUE;TRUE;
RPPN Reserva Leão da Montanha;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-reserva-leao-da-montanha/rppn-reserva-leao-da-montanha;TRUE;TRUE;
RPPN Reserva Maragato;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-reserva-maragato/rppn-reserva-maragato;TRUE;TRUE;
RPPN Reserva Maria Vicentini Lopes;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-reserva-maria-vicentini-lopes/rppn-reserva-maria-vicentini-lopes;TRUE;TRUE;
RPPN Reserva Natural Brejo;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-reserva-natural-brejo/rppn-reserva-natural-brejo;TRUE;TRUE;
RPPN Reserva Natural Sítio Palmeiras;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-reserva-natural-sitio-palmeiras/rppn-reserva-natural-sitio-palmeiras;TRUE;TRUE;
RPPN Rio Capitão;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-rio-capitao/rppn-rio-capitao;TRUE;TRUE;
RPPN Rio das Lontras;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/RPPN%20Rio%20das%20Lontras/rppn-rio-das-lontras;TRUE;TRUE;
RPPN Rio do Brasil I;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-rio-do-brasil-i/rppn-rio-do-brasil-i;TRUE;TRUE;
RPPN Fazenda Lontra/Saudade;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-fazenda-lontra-saudade/rppn-fazenda-lontra-saudade;TRUE;TRUE;
RPPN Meandros III;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-meandros-iii/rppn-meandros-iii;TRUE;TRUE;
RPPN Heinz Bahr;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-heinz-bahr/rppn-heinz-bahr;TRUE;FALSE;
RPPN Fazenda Palmital;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-fazenda-palmital/rppn-fazenda-palmital;TRUE;TRUE;
RPPN Grande Floresta das Araucárias;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-grande-floresta-das-araucarias/rppn-grande-floresta-das-araucarias;TRUE;TRUE;
APA Carste de Lagoa Santa;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/apa-carste-de-lagoa-santa/apa-carste-de-lagoa-santa;TRUE;TRUE;
Esec de Pirapitinga;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/esec-de-pirapitinga/esec-de-pirapitinga;TRUE;TRUE;esec.pirapitinga@icmbio.gov.br
Flona de Capão Bonito;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/flona-de-capao-bonito/flona-de-capao-bonito;TRUE;TRUE;
Flona de Paraopeba;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/flona-de-paraopeba/flona-de-paraopeba;TRUE;FALSE;
Informações Sobre Visitação - Parna Cavernas do Peruaçu;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-cavernas-do-peruacu/informacoes-sobre-visitacao-parna-cavernas-do-peruacu/informacoes-sobre-visitacao-parna-cavernas-do-peruacu;TRUE;FALSE;cavernas.peruacu@icmbio.gov.br
Informações Sobre Visitação - Floresta Nacional de Brasília;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/flona-de-brasilia/informacoes-sobre-visitacao-floresta-nacional-de-brasilia/informacoes-sobre-visitacao-floresta-nacional-de-brasilia;TRUE;FALSE;3355-5940flonabrasilia.df@icmbio.gov.br
APA da Bacia do Rio Descoberto;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/apa-da-bacia-do-rio-descoberto/apa-da-bacia-do-rio-descoberto;TRUE;TRUE;
Flona de Brasília;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/flona-de-brasilia/flona-de-brasilia;TRUE;TRUE;
Informações Sobre Visitação - Parna da Chapada da Diamantina;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/caatinga/lista-de-ucs/parna-da-chapada-da-diamantina/informacoes-sobre-visitacao-parna-da-chapada-da-diamantina/informacoes-sobre-visitacao-parna-da-chapada-da-diamantina;TRUE;FALSE;3332-2418parnadiamantina@icmbio.gov.brparnadiamantina
Rebio da Contagem;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/rebio-da-contagem/rebio-da-contagem;TRUE;FALSE;
Esec Serra das Araras;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/esec-da-serra-das-araras/esec-da-serra-das-araras;TRUE;TRUE;
RPPN Feliciano Miguel Abdala;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-feliciano-miguel-abdala/rppn-feliciano-miguel-abdala;TRUE;FALSE;
Parna Grande Sertão Veredas;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-grande-sertao-veredas/parna-grande-sertao-veredas;TRUE;TRUE;parnagsv@icmbio.gov.br
Resex Lago do Cedro;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/resex-lago-do-cedro/resex-lago-do-cedro;TRUE;FALSE;
RPPN Refúgio do Macuco;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/rppn-refugio-do-macuco/rppn-refugio-do-macuco;TRUE;TRUE;
RPPN Reserva Ecológica do Panga;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/rppn-reserva-ecologica-do-panga/rppn-reserva-ecologica-do-panga;TRUE;FALSE;
RPPN Fazenda Suspiro;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-fazenda-suspiro/rppn-fazenda-suspiro;TRUE;TRUE;
Esec de Uruçuí-Una;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/esec-de-urucui-una/esec-de-urucui-una;TRUE;FALSE;esec.urucuiuna@icmbio.gov.br
Parna das Nascentes do Rio Parnaíba;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-das-nascentes-do-rio-parnaiba/parna-das-nascentes-do-rio-parnaiba;TRUE;FALSE;ba@icmbio.gov.br
Resex Lago do Cedro;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/resex-lago-do-cedro/resex-lago-do-cedro;TRUE;FALSE;
Revis das Veredas do Oeste Baiano;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/revis-das-veredas-do-oeste-baiano/revis-das-veredas-do-oeste-baiano;TRUE;FALSE;
RDS Nascentes Geraizeiras;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/rds-nascentes-geraizeiras/rds-nascentes-geraizeiras;TRUE;FALSE;
Resex de Recanto das Araras de Terra Ronca;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/resex-de-recanto-das-araras-de-terra-ronca/resex-de-recanto-das-araras-de-terra-ronca;TRUE;FALSE;
RPPN Curucaca I;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/rppn-curucaca-I/rppn-curucaca-I;TRUE;TRUE;
RPPN Estância Ecológica SESC – Pantanal;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/rppn-estancia-ecologica-sesc-pantanal/rppn-estancia-ecologica-sesc-pantanal;TRUE;TRUE;
APA da Chapada do Araripe;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/caatinga/lista-de-ucs/apa-da-chapada-do-araripe/apa-da-chapada-do-araripe;TRUE;FALSE;apa.araripe@icmbio.gov.br
Parque Nacional do Catimbau;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/caatinga/lista-de-ucs/parna-do-catimbau/informacoes-sobre-visitacao-2013-parna-do-catimbau/informacoes-sobre-visitacao-2013-parna-do-catimbau;TRUE;FALSE;
RPPN Chico Bimbino;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/caatinga/lista-de-ucs/rppn-chico-bimbino/rppn-chico-bimbino;TRUE;TRUE;
Rebio do Uatumã;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/amazonia/lista-de-ucs/rebio-do-uatuma/rebio-do-uatuma;TRUE;TRUE;rebio.uatuma@icmbio.gov.br
RPPN Fazenda Rio dos Pilões;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-fazenda-rio-dos-piloes/rppn-fazenda-rio-dos-piloes;TRUE;TRUE;
RPPN Fazenda Roça Grande;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-fazenda-roca-grande/rppn-fazenda-roca-grande;TRUE;TRUE;
RPPN Fazenda São Benedito;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-fazenda-sao-benedito/estrutura;TRUE;TRUE;
RPPN Florescer;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-florescer/rppn-florescer;TRUE;TRUE;
RPPN Guariru;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-guariru/rppn-guariru;TRUE;TRUE;
RPPN Mata da Serra;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-mata-da-serra/rppn-mata-da-serra;TRUE;TRUE;
RPPN Meandros II;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-meandros-ii/rppn-meandros-ii;TRUE;TRUE;
RPPN Mitra do Bispo;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-mitra-do-bispo/rppn-mitra-do-bispo;TRUE;TRUE;
RPPN Morro das Aranhas;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-morro-das-aranhas/rppn-morro-das-aranhas;TRUE;TRUE;
RPPN O Bosque;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/rppn-o-bosque/rppn-o-bosque;TRUE;TRUE;
APA Cavernas do Peruaçu;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/apa-cavernas-do-peruacu/apa-cavernas-do-peruacu;TRUE;FALSE;
APA da Bacia do Rio São Bartolomeu;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/apa-das-bacia-do-rio-sao-bartolomeu/apa-das-bacia-do-rio-sao-bartolomeu;TRUE;FALSE;
APA da Serra de Tabatinga;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/apa-serra-da-tabatinga/apa-serra-da-tabatinga;TRUE;FALSE;
APA do Planalto Central;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/apa-do-planalto-central/apa-do-planalto-central;TRUE;TRUE;
APA dos Meandros do Rio Araguaia;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/apa-dos-meandros-do-rio-araguaia/apa-dos-meandros-do-rio-araguaia;TRUE;FALSE;apamaragua@icmbio.gov.br
APA Morro da Pedreira;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/apa-morro-da-pedreira/apa-morro-da-pedreira;TRUE;TRUE;apa.morrodapedreira@icmbio.gov.br
Arie Capetinga/Taquara;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/arie-capetinga-taquara/arie-capetinga-taquara;TRUE;FALSE;
Flona da Mata Grande;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/flona-da-mata-grande/flona-da-mata-grande;TRUE;FALSE;
Flona de Cristópolis;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/flona-de-cristopolis/flona-de-cristopolis;TRUE;FALSE;
Flona de Silvânia;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/flona-de-silvania/flona-de-silvania;TRUE;TRUE;
Informações Sobre Visitação - Parna da Serra da Canastra;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-da-serra-da-canastra/informacoes-sobre-visitacao-parna-da-serra-da-canastra/informacoes-sobre-visitacao-parna-da-serra-da-canastra;TRUE;FALSE;3433-1324parnacanastra@icmbio.gov.brAv
Informações Sobre Visitação – Parna das Emas;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-das-emas/informacoes-sobre-visitacao-2013-parna-das-emas/informacoes-sobre-visitacao-2013-parna-das-emas;TRUE;FALSE;setaturieco@hotmail.com
Informações Sobre Visitação – Parna de Brasília;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-de-brasilia/informacoes-sobre-visitacao-2013-parna-de-brasilia/informacoes-sobre-visitacao-2013-parna-de-brasilia;TRUE;FALSE;
Informações Sobre Visitação - Flona de Silvânia;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/flona-de-silvania/informacoes-sobre-visitacao-flona-de-silvania/informacoes-sobre-visitacao-flona-de-silvania;TRUE;FALSE;9221-4407florestasilvania.go@icmbio.gov.br
Parna Cavernas do Peruaçu;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-cavernas-do-peruacu/parna-cavernas-do-peruacu;TRUE;TRUE;rafael.pinto@icmbio.gov
Informações Sobre Visitação - APA das Nascentes do Rio Vermelho;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/apa-das-nascentes-do-rio-vermelho/informacoes-sobre-visitacao-apa-das-nascentes-do-rio-vermelho/informacoes-sobre-visitacao-apa-das-nascentes-do-rio-vermelho;TRUE;FALSE;
Parna da Chapada das Mesas;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-da-chapada-das-mesas/parna-da-chapada-das-mesas;TRUE;TRUE;parnachapadadasmesas@icmbio.gov.br
Informações Sobre Visitação - Parna da Serra da Canastra;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-da-serra-da-canastra/informacoes-sobre-visitacao-parna-da-serra-da-canastra/informacoes-sobre-visitacao-parna-da-serra-da-canastra;TRUE;FALSE;3433-1324parnacanastra@icmbio.gov.brAv
Informações Sobre Visitação – Parna das Emas;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-das-emas/informacoes-sobre-visitacao-2013-parna-das-emas/informacoes-sobre-visitacao-2013-parna-das-emas;TRUE;FALSE;setaturieco@hotmail.com
Informações Sobre Visitação - Parna Grande Sertão Veredas;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-grande-sertao-veredas/informacoes-sobre-visitacao-parna-grande-sertao-veredas/informacoes-sobre-visitacao-parna-grande-sertao-veredas;TRUE;FALSE;
Informações Sobre Visitação - Parna Cavernas do Peruaçu;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-cavernas-do-peruacu/informacoes-sobre-visitacao-parna-cavernas-do-peruacu/informacoes-sobre-visitacao-parna-cavernas-do-peruacu;TRUE;FALSE;cavernas.peruacu@icmbio.gov.br
Informações Sobre Visitação - Floresta Nacional de Brasília;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/flona-de-brasilia/informacoes-sobre-visitacao-floresta-nacional-de-brasilia/informacoes-sobre-visitacao-floresta-nacional-de-brasilia;TRUE;FALSE;3355-5940flonabrasilia.df@icmbio.gov.br
Informações Sobre Visitação – Parna de Brasília;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-de-brasilia/informacoes-sobre-visitacao-2013-parna-de-brasilia/informacoes-sobre-visitacao-2013-parna-de-brasilia;TRUE;FALSE;
Informações Sobre Visitação - Flona de Silvânia;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/flona-de-silvania/informacoes-sobre-visitacao-flona-de-silvania/informacoes-sobre-visitacao-flona-de-silvania;TRUE;FALSE;9221-4407florestasilvania.go@icmbio.gov.br
Parna Cavernas do Peruaçu;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-cavernas-do-peruacu/parna-cavernas-do-peruacu;TRUE;TRUE;rafael.pinto@icmbio.gov
Informações Sobre Visitação - APA das Nascentes do Rio Vermelho;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/apa-das-nascentes-do-rio-vermelho/informacoes-sobre-visitacao-apa-das-nascentes-do-rio-vermelho/informacoes-sobre-visitacao-apa-das-nascentes-do-rio-vermelho;TRUE;FALSE;
Parna da Chapada das Mesas;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-da-chapada-das-mesas/parna-da-chapada-das-mesas;TRUE;TRUE;parnachapadadasmesas@icmbio.gov.br
Parna da Chapada dos Guimarães;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-da-chapada-dos-guimaraes/parna-da-chapada-dos-guimaraes;TRUE;TRUE;
Parna da Chapada dos Veadeiros;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-da-chapada-dos-veadeiros/parna-da-chapada-dos-veadeiros;TRUE;TRUE;
Parna da Serra da Bodoquena;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-da-serra-da-bodoquena/parna-da-serra-da-bodoquena;TRUE;TRUE;
Parna da Serra da Canastra;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-da-serra-da-canastra/parna-da-serra-da-canastra;TRUE;TRUE;parnacanastra@icmbio.gov.br
Parna da Serra do Cipó;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-da-serra-do-cipo/parna-da-serra-do-cipo;TRUE;TRUE;
Parna das Emas;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-das-emas/parna-das-emas;TRUE;TRUE;
Parna das Sempre-Vivas;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-das-sempre-vindas/parna-das-sempre-vivas;TRUE;TRUE;parquenacionaldassemprevivas@icmbio.gov.br
Parna de Brasília;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-de-brasilia/parna-de-brasilia;TRUE;TRUE;
Parna do Araguaia;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-do-araguaia/parna-do-araguaia;TRUE;TRUE;
RDS Nascentes Geraizeiras;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/rds-nascentes-geraizeiras/rds-nascentes-geraizeiras;TRUE;FALSE;
Resex Chapada Limpa;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/resex-chapada-limpa/resex-chapada-limpa;TRUE;FALSE;
Resex Extremo Norte do Estado do Tocantins;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/resex-extremo-norte-do-estado-do-tocantins/resex-extremo-norte-do-estado-do-tocantins;TRUE;FALSE;
Resex de Recanto das Araras de Terra Ronca;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/resex-de-recanto-das-araras-de-terra-ronca/resex-de-recanto-das-araras-de-terra-ronca;TRUE;FALSE;
Resex Mata Grande;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/resex-mata-grande/resex-mata-grande;TRUE;FALSE;
RPPN Adília Paraguassu Batista;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/rppn-adilia-paraguassu-batista/rppn-adilia-paraguassu-batista;TRUE;TRUE;
Parna Grande Sertão Veredas;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/parna-grande-sertao-veredas/parna-grande-sertao-veredas;TRUE;TRUE;parnagsv@icmbio.gov.br
Rebio da Contagem;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/rebio-da-contagem/rebio-da-contagem;TRUE;FALSE;
Resex Chapada Limpa;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/resex-chapada-limpa/resex-chapada-limpa;TRUE;FALSE;
Resex Extremo Norte do Estado do Tocantins;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/resex-extremo-norte-do-estado-do-tocantins/resex-extremo-norte-do-estado-do-tocantins;TRUE;FALSE;
Resex Mata Grande;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/cerrado/lista-de-ucs/resex-mata-grande/resex-mata-grande;TRUE;FALSE;
